OBJECTID,CommunityId,CommunityName,CommunityTypeName,CommunityTypeID,CommunityAreaTypeName,CommunityAreaTypeID,StartDate,EndDate,IsActive,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y,x_auxmerc,y_auxmerc,StatePlaneZone,AltStatePlaneZone,RODistrictNumber,RODistrictName,AltRODistrictNumber,AltRODistrictName
1612,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806},Deering,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{94E25078-4563-4100-899C-0EABBF4CE4E5},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.72884219,66.07667336,-18114891.8501924,9897862.18415849,5007,,201,Nome,,
1613,{763EEB4F-118C-4AEA-A931-D707FE999A12},Delta Junction,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{6BF359C1-3207-46A2-B887-3CB312643ECA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-145.73666819,64.04716726,-16223331.6925964,9361751.89718577,5003,,401,Fairbanks,,
1614,{9E47594D-5392-4A49-8FCD-026556C904AE},Diomede,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{0391A97D-AADF-4738-9E13-560F93A15599},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-168.95179186,65.75835251,-18807627.4390229,9811020.63817553,5009,,201,Nome,,
1615,{99F023D0-9290-48CE-8E68-5683A57192DC},Chignik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{9A897AB4-2630-4ECB-8831-7885F250DBBD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2021/02/05 08:44:22+00,-158.41415576,56.3012632,-17634583.1537608,7618623.8936503,5006,,305,Aleutian Islands,,
1616,{2FD931D4-12DB-45C2-834A-4B4559E54BA5},Buckland,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{BFF5AC27-2D08-40D8-BB1B-C30B1C5E0D42},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.12902024,65.97765384,-17936800.4854698,9870732.665245,5007,,201,Nome,,
1617,{A446B551-74BE-4F56-B131-523C342C41BA},Chefornak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{643B372A-05FE-4A39-AFE6-6EFEE6E540F2},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-164.28034055,60.15801495,-18287603.8577055,8435002.51586496,5008,,402,Bethel,,
1618,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A},Atqasuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{A007ACD5-5F54-4A10-9306-E800AC57EABD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.4235473,70.48213652,-17524309.1239729,11227484.1041681,5006,,413,Barrow,,
1619,{7B1302D1-C2B4-402C-8C43-141B93681692},Bethel,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{A6351FDF-8A79-4A5B-82F5-5AB9D8F3CD31},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.77177087,60.7911992,-18008351.1575292,8578036.2426842,5007,,402,Bethel,,
1620,{C4674250-987C-40CD-B550-D246607343D4},Bettles,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{3136CE73-070F-47B8-A6C1-D2C5144DFE14},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.50835587,66.92186904,-16865833.0263745,10133834.8462918,5004,,401,Fairbanks,,
1621,{01088110-F1CF-4DF6-A7C8-446D20A2B257},Brevig Mission,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{D2BA18FB-3033-405A-865C-A5B7B1D1029C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-166.4922015,65.33448805,-18533827.0925877,9697033.79061887,5008,,201,Nome,,
1622,{D9E1C7EB-2990-486A-BEC6-DF457C95E944},Allakaket,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{64626AC9-5908-4839-AF83-E02CD2202051},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-152.64948048,66.56004842,-16992862.437114,10031835.3089084,5005,,401,Fairbanks,,
1623,{E98663F6-E635-4427-85F1-48E3042D196E},Ambler,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{C78EAA7B-4D6F-4824-ACFE-9514CE34CDCF},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.85652784,67.08647078,-17572508.2979883,10180738.1984948,5006,,215,Kotzebue,,
1624,{C8F22DE3-2D24-49CD-A867-3855226D712F},Anaktuvuk Pass,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{B0A3AA74-D14B-4450-9261-82A9F268740A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.73586607,68.14185077,-16891159.3456548,10489279.941021,5004,,413,Barrow,,
1625,{3999FA6E-F8E0-4528-9406-C991F8BB8C52},Anderson,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{121FA0FB-5C5E-427D-8270-B318ED7E04FD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.19078163,64.34335795,-16607841.8425473,9437496.73630837,5004,,414,Nenana,,
1626,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1},Angoon,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{96B57C49-F472-41EA-98B9-910F66736B3F},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-134.58084625,57.4995695,-14981471.2754118,7862919.3185571,5001,,101,Juneau,,
1627,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060},Aniak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{0E141CFF-0C20-489E-B06C-C81AEC61B9CF},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-159.52759488,61.57876388,-17758530.6291833,8759944.08337012,5006,,403,Kuskokwim,,
1628,{AED9D55C-5519-4DA0-A4A7-28349D8498CD},Anvik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{BC01147C-B147-48AD-89AE-70C725E5994E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.1993288,62.65252995,-17833307.7073289,9015553.00610678,5007,,403,Kuskokwim,,
1629,{C80F8014-AF4E-4834-B4A8-DED62C0786C1},Atka,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{C517F9E2-7ABB-4B73-908E-6008C7A53681},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-174.20019881,52.19780764,-19391877.4279502,6835970.93964706,5010,,305,Aleutian Islands,,
1630,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},Skagway,1st Class Borough,2,Community,1,2017/10/16 08:00:00+00,,1,,{948BE053-E736-4682-AF1B-791A41B24FFA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-135.31169114,59.45573152,-15062828.5556362,8279546.78541121,5001,,111,Skagway,,
1631,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B},Craig,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{3594CB49-7A81-4DFE-AD91-D5D2058F6563},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-133.15108263,55.47604421,-14822310.7172787,7454810.18503479,5001,,102,Ketchikan,,
1632,{08E18522-8DAC-4DFC-975E-26751FE81958},Dillingham,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{9ED1EBD8-A74A-487C-BEBC-CDDB23510C38},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.46307877,59.03937443,-17640029.2383221,8188902.08219489,5006,,307,Bristol Bay,,
1633,{9CB98028-F75A-4D46-A951-AB787D2CF82E},Galena,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{35361EE5-A0C5-41E3-A89D-FDD4C6501FB0},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-156.87712316,64.74265286,-17463481.4673962,9540909.30970136,5006,,415,Nulato,,
1634,{74B62695-129C-4E06-A228-C50EFCC9A872},Homer,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{783C63F5-0174-44CC-AFBC-074E98864B3A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.53200662,59.64718757,-16868465.81571,8321603.53233034,5004,,309,Homer,,
1635,{67C77481-D454-4AD4-8099-C6A3005285DE},Hoonah,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{CB1D856B-ED49-47B5-AEF3-C759066589AD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-135.44570828,58.10953807,-15077747.2756412,7990363.35004359,5001,,103,Sitka,,
1636,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082},Hydaburg,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{D905D3EB-7B25-4C0B-9A7C-64200F7C3666},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-132.8235136,55.2059259,-14785845.8993254,7401935.14035916,5001,,102,Ketchikan,,
1637,{2F5F6904-B47C-439D-9AC1-64135C4403A6},Kake,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{6173C52E-D402-4DF5-B271-76BA3BCA56F6},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-133.9447988,56.97444988,-14910666.7973801,7754898.24217148,5001,,110,Petersburg,,
1638,{E3FB0AD1-05D8-4D22-919A-F24830556C1F},King Cove,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{004CD654-516A-44D6-B4E1-F083C13BEE93},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.31126632,55.05950824,-18068407.5166425,7373424.0257155,5007,,305,Aleutian Islands,,
1639,{F3CDD092-3609-4B82-9B09-D35DB0E7375F},Klawock,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{C5326A16-8EAC-4D3B-A7D4-A17ACEE4CE95},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-133.09603454,55.55450419,-14816182.7919307,7470236.42532992,5001,,102,Ketchikan,,
1640,{72E9842F-ABE0-4390-9A93-917EDB1CF17B},Nome,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{0BA0311C-C569-45A9-8A52-32269D963F30},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-165.40855986,64.49808969,-18413196.6569092,9477390.9548207,5008,,201,Nome,,
1641,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B},Pelican,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{F2E2C14E-BF96-4B51-B00F-5511AE0037F5},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-136.22974756,57.9606687,-15165026.1288301,7959059.7915705,5001,,103,Sitka,,
1642,{8AB67F75-EAB7-4DEB-8885-83230D155E9C},Saint Mary's,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{DEBFB9C7-24D9-44BD-A89F-9BC6F3691C8B},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-163.17516104,62.0514716,-18164575.8369719,8871357.89380939,5007,,402,Bethel,,
1643,{BCCD0BE5-1002-4368-A664-108C425C91DD},Sand Point,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{010AB045-3F86-414D-92DB-65A628DBD920},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.49809006,55.34090243,-17866565.6586608,7428311.42002969,5007,,305,Aleutian Islands,,
1644,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514},Seldovia,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{DA0499D1-2503-46B3-B7A3-399086CEECD4},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.71857386,59.44059723,-16889234.3859769,8276232.43753431,5004,,313,Seldovia,,
1645,{52BCEDDA-9254-47D3-9A2A-3B00217A0661},Tanana,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{145C7179-6146-404B-8579-17E333732AB7},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-152.0777034,65.17118315,-16929212.5031645,9653607.03557419,5005,5004,417,Ft. Gibbon,,
1646,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0},Unalaska,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{C2F73ECB-B888-42A6-B31A-2BF22EAB28DA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-166.53768178,53.87309246,-18538889.9333079,7146158.06822584,5010,,305,Aleutian Islands,,
1647,{2697EF3A-7387-4208-B455-A046543D1AA7},Utqiagvik,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{74162F1F-1598-4B23-8BA1-7E3C6D1E3BFB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-156.76104378,71.2893974,-17450559.5702569,11501957.3747615,5006,,413,Barrow,,
1648,{8805779A-5590-497A-82CB-9053953A6555},Wasilla,1st Class City,7,Community,1,2017/10/16 08:00:00+00,,1,,{F227B774-82D7-47B5-899E-BF73115AB6CA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.44420328,61.58209845,-16636052.6106908,8760724.04599611,5004,,311,Palmer,,
1649,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C},Aleutians East Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{1733E1A6-A0B4-484A-8EB5-EBB25A4C6FF6},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.48211409,55.34451099,-17864787.2224834,7429017.81475925,,,,,,
1650,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A},Bristol Bay Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{9F0B73BD-1BB4-4C9A-A99D-77D9B58179E1},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.01727128,58.72733453,-17479082.6841936,8121685.35202224,,,,,,
1651,{B5ACCECA-F853-4F79-AD96-1CCA33463183},Fairbanks North Star Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{36C44A95-C12C-4062-BA9C-9718DAB8EF33},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-147.72571273,64.84513255,-16444751.118177,9567696.47175318,,,,,,
1652,{3D00FF95-7311-402B-9DD4-1CE3321F245E},Kenai Peninsula Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{758F676E-2B8A-4AD3-9527-3D65C5BB259E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.07134684,60.48954041,-16817185.4041281,8509544.53082017,,,,,,
1653,{E60C34A3-5913-4148-9A40-D84C112C6316},Ketchikan Gateway Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{34228040-258A-4FBD-9F89-0EAC2B46449E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-131.66732712,55.34917249,-14657139.8094437,7429930.42392975,,,,,,
1654,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852},Kodiak Island Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{FFB32FD5-84C9-4D95-8F89-F911E60FF78C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-152.39772094,57.79316662,-16964836.6934302,7923993.22957199,,,,,,
1655,{851E4746-8FE8-4393-9369-E3F9F1633855},Matanuska-Susitna Borough,2nd Class Borough,3,Community,1,2017/10/16 08:00:00+00,,1,,{6282BEA8-9F94-4710-8BF0-A1071CC55FB0},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.10836892,61.59971127,-16598667.700856,8764845.10272645,,,,,,
1656,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86},Adak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{3F6946F1-306C-492B-A91F-85C6B06F9959},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-176.64029588,51.86824598,-19663507.7911574,6776337.60629079,5010,,305,Aleutian Islands,,
1657,{68670103-A544-40F0-AD9E-7215DEC2434C},Akhiok,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{8A592F0E-D23B-4BF1-A83A-574A68B149C1},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.17324554,56.94681464,-17162487.1875704,7749255.80747254,5005,,303,Kodiak,,
1658,{B9E3D976-5DA3-4850-884A-E7818D521898},Akiak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{17EF76CF-A289-4CC4-975A-80C6E59AFB03},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.23000172,60.90749213,-17948041.6926256,8604612.88598838,5007,,402,Bethel,,
1659,{D57C95FC-45D5-44E0-B99B-5325C15EBE66},Akutan,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{89C28849-FBC9-462D-9CBE-4DE7AAF977ED},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-165.77353925,54.13431811,-18453825.976754,7195635.68739133,5010,,305,Aleutian Islands,,
1660,{8142710A-7405-430F-9A0B-C44338B4B31A},Alakanuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{7F9D3D8B-AE07-4883-B19C-1B865F922D7C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-164.66754759,62.68697714,-18330707.5476733,9023905.19268546,5008,,402,Bethel,,
1661,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9},Aleknagik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{76412C6B-5706-4946-BDF1-92ADB58ABDBE},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.62162503,59.27920737,-17657678.5273638,8240980.59809748,5006,,307,Bristol Bay,,
1662,{223C147A-542C-4057-8AE2-C5C99FC10AB1},False Pass,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{C5822738-F328-4C08-97C5-7E48D4CC7D06},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-163.41473878,54.85503086,-18191245.5091054,7333781.24025852,5007,,305,Aleutian Islands,,
1663,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},Fort Yukon,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{D922EE6E-F110-457B-B2B3-C788C6605ADA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-145.24128376,66.5661669,-16168185.7498793,10033547.7525708,5003,,401,Fairbanks,,
1664,{961462BD-8155-4FFF-863B-A652CC389066},Gambell,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{E08F57DC-10B3-41D3-AABC-DAF5FFE926AF},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-171.71882642,63.77688454,-19115652.3162476,9293331.31835673,5009,,201,Nome,,
1665,{D18E8CFB-89C1-437A-ADAA-399023E0587C},Golovin,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{C4934420-5D52-472B-9F2A-2D432979F5C7},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-163.03671154,64.54239095,-18149163.7092426,9488854.6563609,5007,,201,Nome,,
1666,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635},Goodnews Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{D9A56350-BC3A-41EF-B620-046C681C7059},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.58225677,59.11822517,-17987254.5448644,8205983.87575918,5007,,402,Bethel,,
1667,{DD04D244-B150-4D0C-83D9-26AAE567CC97},Grayling,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{B27ECFBF-F978-451E-B707-31EEC9164741},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.06572812,62.90643891,-17818435.347773,9077346.19079628,5007,,403,Kuskokwim,,
1668,{3D5231FD-4F19-414E-A871-FAFF3941FF8F},Gustavus,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{D893F5C3-ED6E-4D73-B78A-C6BC80F41E3C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-135.73906162,58.41334287,-15110403.2200726,8054653.85527571,5001,,101,Juneau,,
1669,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF},Holy Cross,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{4FE4A102-3CAF-4285-9693-4A04071A2EAA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-159.77182893,62.1984422,-17785718.6399316,8906350.75108969,5006,,403,Kuskokwim,,
1670,{8D01840C-135C-49A1-A1FE-5C63881EEF8A},Hooper Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{EB01E1DE-7BA9-4670-BB88-557D54C909E2},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-166.09643323,61.53087969,-18489770.3696312,8748753.13931634,5008,,402,Bethel,,
1671,{15846556-C6AB-448D-B51D-2DE0E8727969},Houston,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{97A42068-0CEB-4DCF-A870-36A99BABE6A9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.80142669,61.6312394,-16675818.5394593,8772227.92788698,5004,,311,Palmer,,
1672,{9D089209-6790-456D-85A0-4D3282C8B989},Hughes,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{DC633B5D-447A-4106-A168-A757B0841283},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.25821908,66.04587278,-17171946.3984402,9889412.09162593,5005,,417,Ft. Gibbon,415,Nulato
1673,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3},Huslia,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{D50BD027-C057-472A-B018-AA58D16BFAFC},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-156.39470172,65.70183545,-17409778.5580137,9795714.29290359,5006,,415,Nulato,,
1674,{3D257994-65F8-4489-A35E-C42F284CB327},Kachemak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{1C3036A1-1BC3-4AA4-94C9-20940DD11F31},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.45273429,59.66696928,-16859641.2601891,8325962.6009038,5004,,309,Homer,,
1675,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299},Kaktovik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{30A512A0-E51F-43DE-B28C-73CA3BBF76C3},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-143.6128541,70.12661247,-15986909.7903373,11110050.6733152,5002,,413,Barrow,,
1676,{5790AC9E-408E-42C0-BDC7-490DB0451EAD},Kaltag,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{5A97C461-5BA0-46E3-B45F-F22CBAB1BC2A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.72493203,64.32656393,-17669178.6093313,9433180.26880334,5006,,415,Nulato,,
1677,{559A9BCF-E97B-4506-925E-E21FB8E9FED9},Kasaan,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{5F523547-0719-4996-8A29-8871E0ECD365},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-132.40392924,55.53962256,-14739137.9815801,7467308.14069164,5001,,102,Ketchikan,,
1678,{A1701483-F114-4FB2-A478-D0F6039C3EA8},Kiana,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{E7F418CC-E307-4E93-A4F2-93B792A85DE2},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.43731917,66.97420282,-17859800.6739083,10148712.9875954,5007,,215,Kotzebue,,
1679,{88062838-37F6-4578-9FDD-4DBF5CACD276},Kivalina,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{AF964D2D-DA3B-4BFB-96FC-8B0A6A09FF05},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-164.5399655,67.72738683,-18316505.1749368,10366459.5653727,5008,,215,Kotzebue,,
1680,{319107E2-FB9A-474B-8237-6A8CFF382E09},Kobuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{E5A84B88-0C29-437F-B784-C6328AE523A5},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-156.88237275,66.90770092,-17464065.8494158,10129812.4308815,5006,,215,Kotzebue,,
